Summary,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
18,4.778,0.83,16.0,277.0,15.0,1026.0
18,5.028,0.86,17.0,271.0,10.0,1026.0
18,6.05,0.79,24.0,271.0,10.0,1025.0
17,5.761,0.81,21.0,279.0,11.0,1026.0
17,6.139,0.79,28.0,290.0,11.0,1025.0
3,7.244,0.79,36.0,290.0,11.0,1025.0
3,8.556,0.77,37.0,289.0,11.0,1025.0
24,9.906,0.71,43.0,290.0,11.0,1025.0
24,9.928,0.71,40.0,300.0,11.0,1024.0
17,10.072,0.68,30.0,301.0,11.0,1024.0
3,10.044,0.65,34.0,310.0,11.0,1024.0
3,8.956,0.65,36.0,310.0,11.0,1023.0
3,8.817,0.65,33.0,302.0,11.0,1023.0
3,7.8,0.71,29.0,300.0,10.0,1023.0
17,7.778,0.71,23.0,300.0,10.0,1023.0
17,7.711,0.71,22.0,290.0,10.0,1023.0
18,7.267,0.73,22.0,290.0,10.0,1023.0
18,7.267,0.76,17.0,290.0,16.0,1022.0
18,7.083,0.8,16.0,278.0,15.0,1021.0
18,6.206,0.82,7.0,271.0,16.0,1020.0
18,7.128,0.87,23.0,270.0,11.0,1019.0
18,6.589,0.93,23.0,270.0,14.0,1019.0
18,6.139,1.0,15.0,251.0,8.0,1018.0
18,6.711,0.96,18.0,253.0,8.0,1016.0
18,7.078,0.96,20.0,278.0,8.0,1015.0
4,7.222,0.93,30.0,290.0,8.0,1014.0
18,7.2,0.93,25.0,290.0,8.0,1013.0
17,7.628,0.95,25.0,298.0,11.0,1014.0
19,7.706,0.89,23.0,310.0,11.0,1014.0
17,7.778,0.95,21.0,330.0,11.0,1015.0
17,7.95,0.94,15.0,347.0,11.0,1015.0
17,7.867,0.88,14.0,359.0,11.0,1015.0
17,7.45,0.91,11.0,340.0,11.0,1016.0
17,7.55,0.9,10.0,333.0,11.0,1015.0
17,7.45,0.84,5.0,358.0,11.0,1015.0
19,6.361,0.84,7.0,44.0,11.0,1015.0
19,6.428,0.77,3.0,349.0,11.0,1015.0
17,4.189,0.89,3.0,254.0,10.0,1016.0
19,4.094,0.89,12.0,295.0,11.0,1016.0
17,3.311,0.85,17.0,22.0,10.0,1018.0
19,2.378,0.9,13.0,332.0,11.0,1019.0
19,1.728,0.94,11.0,321.0,16.0,1020.0
19,1.772,0.91,13.0,323.0,15.0,1020.0
6,1.122,0.84,11.0,328.0,16.0,1021.0
19,1.2,0.84,14.0,339.0,16.0,1021.0
17,0.678,0.88,11.0,312.0,15.0,1021.0
17,0.061,0.88,6.0,322.0,16.0,1021.0
17,-0.05,0.88,11.0,329.0,16.0,1021.0
17,-0.389,0.88,11.0,264.0,15.0,1021.0
17,-1.067,0.87,11.0,280.0,10.0,1021.0
19,-2.133,0.95,5.0,290.0,10.0,1022.0
17,-1.944,0.88,7.0,256.0,10.0,1022.0
17,-2.133,0.95,3.0,301.0,10.0,1023.0
17,0.044,0.85,8.0,310.0,10.0,1022.0
17,1.211,0.78,5.0,324.0,10.0,1023.0
18,2.194,0.78,5.0,291.0,10.0,1022.0
18,2.778,0.75,8.0,282.0,10.0,1022.0
18,2.822,0.73,8.0,301.0,10.0,1021.0
18,2.778,0.75,5.0,300.0,10.0,1020.0
18,2.267,0.71,11.0,261.0,10.0,1019.0
18,2.083,0.78,8.0,282.0,11.0,1019.0
18,2.039,0.74,11.0,269.0,11.0,1018.0
18,0.0,1.0,13.0,280.0,6.0,1018.0
12,0.078,0.99,8.0,250.0,1.0,1018.0
12,0.0,1.0,5.0,232.0,1.0,1017.0
12,0.0,1.0,6.0,232.0,1.0,1017.0
12,0.05,0.99,4.0,237.0,2.0,1017.0
12,0.022,1.0,3.0,222.0,2.0,1016.0
12,0.117,1.0,3.0,257.0,3.0,1016.0
18,0.311,0.99,7.0,335.0,5.0,1016.0
18,0.639,0.99,14.0,359.0,5.0,1016.0
18,0.067,0.99,17.0,2.0,7.0,1017.0
18,0.094,0.96,14.0,8.0,14.0,1018.0
18,-0.006,0.85,14.0,341.0,11.0,1019.0
17,-0.072,0.83,20.0,11.0,11.0,1020.0
17,-1.856,0.86,15.0,1.0,11.0,1021.0
17,-2.067,0.75,15.0,2.0,10.0,1022.0
19,-2.067,0.69,15.0,2.0,10.0,1023.0
19,-1.056,0.63,21.0,9.0,10.0,1024.0
19,-0.972,0.63,22.0,11.0,10.0,1025.0
19,0.044,0.61,14.0,352.0,16.0,1025.0
19,0.072,0.61,19.0,359.0,11.0,1025.0
19,0.067,0.62,17.0,0.0,11.0,1025.0
19,-1.072,0.68,14.0,358.0,11.0,1026.0
17,-1.039,0.67,12.0,356.0,11.0,1027.0
19,-2.222,0.75,14.0,30.0,11.0,1027.0
17,-3.839,0.74,9.0,11.0,11.0,1028.0
19,-4.733,0.8,5.0,359.0,10.0,1028.0
17,-5.95,0.87,9.0,1.0,10.0,1029.0
17,-5.467,0.81,6.0,355.0,16.0,1030.0
17,-4.478,0.73,10.0,27.0,15.0,1030.0
17,-5.45,0.75,6.0,351.0,16.0,1030.0
17,-7.483,0.8,6.0,321.0,16.0,1030.0
17,-7.872,0.81,6.0,317.0,15.0,1030.0
17,-8.111,0.84,6.0,320.0,16.0,1030.0
19,-8.206,0.88,2.0,160.0,16.0,1030.0
19,-8.533,0.87,3.0,330.0,15.0,1030.0
19,-8.722,0.92,5.0,310.0,10.0,1030.0
17,-7.15,0.88,9.0,280.0,10.0,1030.0
17,-7.1,0.87,7.0,300.0,10.0,1030.0
17,-6.089,0.82,5.0,339.0,10.0,1030.0
17,-5.028,0.82,2.0,240.0,10.0,1030.0
17,-2.822,0.66,2.0,288.0,10.0,1030.0
19,-2.689,0.67,4.0,253.0,10.0,1030.0
19,-2.156,0.65,3.0,270.0,10.0,1030.0
17,-1.25,0.59,4.0,180.0,10.0,1029.0
17,-2.178,0.66,8.0,177.0,10.0,1029.0
17,-3.756,0.68,9.0,188.0,10.0,1028.0
17,-3.7,0.74,7.0,196.0,10.0,1028.0
17,-4.8,0.81,5.0,159.0,10.0,1028.0
18,-4.8,0.81,8.0,151.0,10.0,1028.0
18,-4.694,0.8,9.0,140.0,10.0,1028.0
18,-4.772,0.81,10.0,142.0,10.0,1027.0
18,-4.772,0.81,6.0,161.0,15.0,1027.0
17,-4.728,0.81,11.0,152.0,14.0,1027.0
18,-4.283,0.77,11.0,161.0,16.0,1026.0
18,-4.283,0.78,14.0,170.0,16.0,1026.0
18,-3.8,0.79,11.0,154.0,15.0,1025.0
18,-3.822,0.8,11.0,161.0,15.0,1025.0
18,-3.822,0.85,11.0,151.0,6.0,1024.0
18,-4.183,0.92,14.0,160.0,4.0,1024.0
18,-3.778,0.93,14.0,151.0,4.0,1023.0
18,-3.778,1.0,15.0,150.0,4.0,1022.0
18,-3.711,0.93,12.0,152.0,4.0,1023.0
18,-3.733,1.0,11.0,140.0,4.0,1023.0
12,-3.733,1.0,13.0,140.0,2.0,1023.0
12,-2.661,0.93,10.0,149.0,2.0,1023.0
12,-2.6,1.0,4.0,161.0,1.0,1024.0
12,-2.094,0.96,1.0,115.0,1.0,1024.0
12,-2.056,0.96,3.0,70.0,2.0,1023.0
12,-2.117,1.0,5.0,51.0,2.0,1024.0
12,-2.117,0.96,5.0,52.0,2.0,1024.0
12,-2.65,0.99,7.0,126.0,1.0,1024.0
12,-2.717,1.0,11.0,71.0,3.0,1024.0
12,-3.756,1.0,11.0,81.0,3.0,1024.0
12,-3.678,0.99,10.0,116.0,2.0,1024.0
12,-3.778,1.0,13.0,149.0,3.0,1024.0
18,-3.8,1.0,14.0,159.0,3.0,1024.0
18,-3.783,1.0,13.0,133.0,3.0,1023.0
12,-3.8,1.0,14.0,140.0,3.0,1022.0
19,14.817,0.72,17.0,309.0,16.0,1017.0
19,13.867,0.76,14.0,310.0,16.0,1017.0
19,13.35,0.79,14.0,311.0,15.0,1018.0
19,12.733,0.83,14.0,309.0,16.0,1018.0
19,12.711,0.82,11.0,319.0,16.0,1018.0
17,12.911,0.81,11.0,335.0,15.0,1018.0
17,12.594,0.83,10.0,299.0,10.0,1019.0
19,13.867,0.76,16.0,309.0,10.0,1019.0
19,16.083,0.66,14.0,311.0,10.0,1019.0
19,17.778,0.59,14.0,320.0,10.0,1020.0
19,18.883,0.55,14.0,310.0,11.0,1019.0
19,20.011,0.48,13.0,329.0,11.0,1019.0
19,21.083,0.52,14.0,290.0,11.0,1019.0
19,22.244,0.45,16.0,301.0,10.0,1019.0
19,22.761,0.45,14.0,275.0,10.0,1019.0
19,22.8,0.47,17.0,321.0,10.0,1019.0
19,22.867,0.47,14.0,349.0,10.0,1018.0
19,22.961,0.45,14.0,312.0,11.0,1018.0
19,22.8,0.47,14.0,310.0,11.0,1018.0
19,22.244,0.48,13.0,321.0,10.0,1018.0
17,20.344,0.58,5.0,337.0,10.0,1019.0
17,18.772,0.82,3.0,318.0,10.0,1019.0
17,17.572,0.8,6.0,300.0,16.0,1020.0
19,14.978,0.89,3.0,320.0,15.0,1020.0
19,18.356,0.99,3.0,282.0,15.0,1017.0
19,17.756,0.99,3.0,205.0,15.0,1017.0
19,17.478,0.99,3.0,234.0,14.0,1017.0
6,16.644,0.99,3.0,240.0,12.0,1016.0
19,16.528,0.97,3.0,262.0,10.0,1015.0
19,15.806,0.99,6.0,290.0,6.0,1015.0
19,17.572,0.97,3.0,161.0,5.0,1015.0
19,18.939,0.98,3.0,350.0,8.0,1015.0
19,22.244,0.79,2.0,313.0,10.0,1015.0
19,25.0,0.68,1.0,224.0,10.0,1015.0
19,27.2,0.54,0.0,330.0,11.0,1015.0
19,27.633,0.48,2.0,284.0,10.0,1014.0
19,28.956,0.39,5.0,141.0,10.0,1014.0
19,28.978,0.45,8.0,216.0,10.0,1013.0
19,30.717,0.37,8.0,202.0,10.0,1012.0
19,29.028,0.49,10.0,300.0,10.0,1011.0
19,30.044,0.45,10.0,340.0,10.0,1011.0
19,29.056,0.46,8.0,331.0,10.0,1010.0
19,29.006,0.42,11.0,350.0,10.0,1010.0
19,28.156,0.41,10.0,43.0,10.0,1010.0
19,21.917,0.73,15.0,153.0,11.0,1011.0
19,20.228,0.77,11.0,171.0,10.0,1011.0
19,19.678,0.77,7.0,179.0,16.0,1011.0
19,18.683,0.89,4.0,208.0,15.0,1011.0
19,17.933,0.95,3.0,69.0,16.0,1011.0
19,17.433,0.95,3.0,176.0,16.0,1011.0
19,16.6,0.97,7.0,201.0,15.0,1011.0
19,16.811,0.98,6.0,154.0,16.0,1011.0
19,17.228,0.92,3.0,175.0,16.0,1010.0
17,16.861,0.95,9.0,136.0,15.0,1010.0
19,16.628,0.97,6.0,142.0,16.0,1010.0
19,19.894,0.84,11.0,151.0,10.0,1011.0
19,20.256,0.85,8.0,168.0,11.0,1011.0
19,22.85,0.72,7.0,151.0,11.0,1011.0
19,26.111,0.57,3.0,206.0,10.0,1011.0
19,26.922,0.57,4.0,185.0,11.0,1011.0
19,27.639,0.55,6.0,132.0,11.0,1011.0
12,23.078,0.76,17.0,254.0,2.0,1010.0
19,21.433,0.71,11.0,175.0,9.0,1010.0
19,24.028,0.65,9.0,167.0,11.0,1011.0
17,26.061,0.57,5.0,250.0,11.0,1011.0
19,24.839,0.54,20.0,313.0,11.0,1011.0
19,25.044,0.5,22.0,320.0,11.0,1011.0
19,23.911,0.53,23.0,310.0,11.0,1011.0
19,22.389,0.62,11.0,322.0,10.0,1012.0
17,20.089,0.67,13.0,300.0,10.0,1013.0
17,18.906,0.69,11.0,291.0,16.0,1014.0
19,17.706,0.74,10.0,282.0,15.0,1014.0
19,17.728,0.64,11.0,290.0,16.0,1015.0
19,16.106,0.69,11.0,290.0,16.0,1015.0
19,15.55,0.69,13.0,293.0,15.0,1015.0
19,14.972,0.72,11.0,299.0,16.0,1015.0
19,13.444,0.82,11.0,309.0,16.0,1016.0
19,13.428,0.83,7.0,286.0,15.0,1016.0
19,13.889,0.83,15.0,300.0,10.0,1016.0
19,16.089,0.78,13.0,309.0,10.0,1016.0
19,17.678,0.72,13.0,303.0,10.0,1017.0
19,19.956,0.63,12.0,308.0,10.0,1017.0
19,22.128,0.55,15.0,292.0,11.0,1017.0
19,22.644,0.52,14.0,287.0,11.0,1017.0
19,23.839,0.49,16.0,309.0,11.0,1017.0
19,23.861,0.47,16.0,309.0,11.0,1017.0
19,24.794,0.48,14.0,286.0,10.0,1017.0
19,24.994,0.46,16.0,289.0,10.0,1017.0
19,24.006,0.47,16.0,308.0,10.0,1017.0
19,24.989,0.41,15.0,293.0,10.0,1016.0
19,24.972,0.39,15.0,281.0,10.0,1016.0
19,22.822,0.41,14.0,300.0,10.0,1016.0
19,20.494,0.63,8.0,307.0,10.0,1017.0
19,17.433,0.79,8.0,289.0,10.0,1017.0
6,15.628,0.85,7.0,271.0,16.0,1018.0
6,15.206,0.86,6.0,267.0,15.0,1018.0
6,13.456,0.94,7.0,263.0,16.0,1018.0
6,13.367,0.92,7.0,270.0,16.0,1018.0
6,13.278,0.89,4.0,272.0,15.0,1018.0
6,12.767,0.92,7.0,243.0,16.0,1018.0
6,12.183,0.95,11.0,280.0,16.0,1018.0
19,12.078,0.94,10.0,280.0,15.0,1018.0
6,13.789,0.89,10.0,270.0,10.0,1018.0
6,17.0,0.81,12.0,299.0,10.0,1018.0
6,19.839,0.68,16.0,291.0,10.0,1018.0
6,22.106,0.59,16.0,301.0,10.0,1018.0
19,22.778,0.56,16.0,300.0,11.0,1018.0
19,23.856,0.49,16.0,302.0,11.0,1018.0
19,24.972,0.46,17.0,299.0,11.0,1018.0
19,26.083,0.43,20.0,271.0,11.0,1017.0
19,25.244,0.43,15.0,288.0,10.0,1017.0
17,26.089,0.42,18.0,290.0,10.0,1016.0
17,26.156,0.38,22.0,300.0,10.0,1016.0
17,25.106,0.4,19.0,309.0,10.0,1016.0
17,24.978,0.39,14.0,292.0,10.0,1016.0
17,23.911,0.38,15.0,291.0,10.0,1016.0
17,21.478,0.51,9.0,310.0,10.0,1016.0
17,17.983,0.72,8.0,300.0,10.0,1017.0
17,17.267,0.8,6.0,309.0,16.0,1017.0
17,16.461,0.79,7.0,293.0,15.0,1018.0
17,14.983,0.83,11.0,271.0,16.0,1018.0
19,14.844,0.83,6.0,281.0,16.0,1018.0
6,14.617,0.81,10.0,354.0,15.0,1018.0
6,12.689,0.93,7.0,270.0,16.0,1018.0
19,12.133,0.96,11.0,270.0,16.0,1018.0
19,12.094,0.94,4.0,273.0,15.0,1017.0
19,13.711,0.9,5.0,253.0,10.0,1017.0
19,17.05,0.81,8.0,280.0,10.0,1017.0
19,20.839,0.63,9.0,300.0,10.0,1017.0
19,22.711,0.53,17.0,309.0,10.0,1017.0
19,23.889,0.48,20.0,292.0,11.0,1017.0
19,24.922,0.44,20.0,294.0,10.0,1017.0
19,26.133,0.43,21.0,290.0,10.0,1017.0
19,25.161,0.46,18.0,300.0,10.0,1016.0
17,26.261,0.4,17.0,293.0,10.0,1016.0
17,27.244,0.4,16.0,328.0,10.0,1016.0
19,27.289,0.38,20.0,300.0,10.0,1016.0
19,27.022,0.37,17.0,311.0,10.0,1016.0
19,27.2,0.38,14.0,301.0,10.0,1015.0
19,25.072,0.39,14.0,301.0,10.0,1015.0
19,22.606,0.47,10.0,295.0,10.0,1016.0
6,18.011,0.69,11.0,280.0,10.0,1016.0
6,16.761,0.82,7.0,290.0,16.0,1016.0
6,15.756,0.86,7.0,289.0,15.0,1017.0
6,14.983,0.83,7.0,289.0,16.0,1017.0
6,14.961,0.8,7.0,298.0,16.0,1017.0
6,14.767,0.84,7.0,300.0,15.0,1017.0
6,13.9,0.86,6.0,290.0,16.0,1017.0
6,12.761,0.95,7.0,282.0,16.0,1016.0
6,12.789,0.93,7.0,287.0,15.0,1016.0
19,14.872,0.87,10.0,291.0,10.0,1017.0
19,17.556,0.79,11.0,290.0,10.0,1016.0
17,20.883,0.64,14.0,311.0,10.0,1016.0
17,22.15,0.59,11.0,301.0,10.0,1016.0
17,23.728,0.62,10.0,310.0,10.0,1016.0
17,23.883,0.57,14.0,327.0,11.0,1016.0
17,25.044,0.53,16.0,329.0,11.0,1017.0
19,26.061,0.49,16.0,309.0,11.0,1016.0
19,27.133,0.39,19.0,303.0,11.0,1016.0
19,26.083,0.47,18.0,319.0,11.0,1015.0
19,22.5,0.7,22.0,292.0,11.0,1015.0
19,25.906,0.44,22.0,305.0,11.0,1015.0
19,25.094,0.44,25.0,310.0,11.0,1015.0
19,23.911,0.45,20.0,322.0,11.0,1015.0
19,21.378,0.58,7.0,305.0,11.0,1015.0
19,19.95,0.63,12.0,30.0,11.0,1016.0
19,19.35,0.68,14.0,20.0,16.0,1018.0
19,18.228,0.73,13.0,19.0,15.0,1018.0
19,16.106,0.83,6.0,9.0,16.0,1018.0
19,15.044,0.89,11.0,350.0,16.0,1019.0
19,14.983,0.9,7.0,350.0,15.0,1019.0
19,13.772,0.92,6.0,350.0,16.0,1019.0
19,12.756,0.95,6.0,340.0,16.0,1020.0
19,11.867,0.98,3.0,314.0,15.0,1020.0
19,12.733,0.99,5.0,328.0,11.0,1021.0
19,16.072,0.8,11.0,320.0,11.0,1021.0
19,18.556,0.69,12.0,316.0,11.0,1021.0
19,19.956,0.62,15.0,341.0,11.0,1021.0
19,21.117,0.57,14.0,352.0,11.0,1021.0
17,22.033,0.54,14.0,350.0,11.0,1021.0
17,22.294,0.52,13.0,350.0,11.0,1021.0
17,22.85,0.52,14.0,2.0,11.0,1021.0
19,23.839,0.55,15.0,353.0,11.0,1021.0
19,23.961,0.47,14.0,9.0,11.0,1021.0
19,24.006,0.49,14.0,351.0,11.0,1020.0
19,25.083,0.41,14.0,2.0,11.0,1020.0
19,25.072,0.44,15.0,0.0,10.0,1020.0
19,23.983,0.44,11.0,19.0,10.0,1020.0
19,21.567,0.56,9.0,352.0,10.0,1020.0
6,17.361,0.79,5.0,350.0,10.0,1021.0
6,16.161,0.86,3.0,0.0,16.0,1021.0
6,15.472,0.88,3.0,344.0,15.0,1022.0
6,13.894,0.92,3.0,338.0,16.0,1022.0
6,12.783,0.95,0.0,0.0,16.0,1022.0
6,13.05,0.94,6.0,342.0,15.0,1022.0
6,12.178,0.96,3.0,310.0,16.0,1022.0
6,11.622,1.0,3.0,310.0,16.0,1022.0
6,11.467,0.98,6.0,331.0,15.0,1022.0
19,12.694,0.99,8.0,330.0,10.0,1022.0
19,17.122,0.86,4.0,331.0,10.0,1022.0
19,21.872,0.6,7.0,39.0,10.0,1022.0
19,23.867,0.54,4.0,56.0,10.0,1022.0
19,26.039,0.49,7.0,328.0,11.0,1022.0
19,26.05,0.43,7.0,18.0,10.0,1022.0
19,27.194,0.41,9.0,318.0,10.0,1022.0
19,27.822,0.39,9.0,350.0,10.0,1021.0
19,27.422,0.39,6.0,346.0,10.0,1021.0
19,27.894,0.39,8.0,38.0,10.0,1020.0
19,28.883,0.42,8.0,18.0,10.0,1020.0
19,28.822,0.35,10.0,34.0,10.0,1020.0
19,27.867,0.39,11.0,359.0,10.0,1020.0
19,26.25,0.41,10.0,59.0,10.0,1020.0
19,24.106,0.49,7.0,59.0,10.0,1020.0
19,22.244,0.55,10.0,70.0,10.0,1020.0
19,21.972,0.58,11.0,80.0,16.0,1020.0
6,18.917,0.73,3.0,126.0,15.0,1020.0
6,16.139,0.92,0.0,0.0,16.0,1020.0
6,15.533,0.92,3.0,320.0,16.0,1021.0
6,14.811,0.94,3.0,335.0,15.0,1021.0
6,13.894,0.95,3.0,300.0,16.0,1021.0
6,13.361,0.99,3.0,320.0,16.0,1021.0
6,13.556,0.95,6.0,320.0,15.0,1021.0
6,14.917,0.99,3.0,10.0,10.0,1021.0
6,20.778,0.81,3.0,342.0,10.0,1021.0
6,22.589,0.7,9.0,21.0,10.0,1021.0
6,24.978,0.54,8.0,21.0,10.0,1021.0
19,27.222,0.53,8.0,51.0,11.0,1021.0
19,27.278,0.45,11.0,64.0,11.0,1021.0
19,27.917,0.45,11.0,21.0,10.0,1020.0
19,27.956,0.42,8.0,70.0,10.0,1020.0
19,29.85,0.35,10.0,85.0,10.0,1020.0
17,28.983,0.42,9.0,49.0,10.0,1020.0
17,29.044,0.39,10.0,31.0,10.0,1019.0
17,29.039,0.36,8.0,66.0,10.0,1019.0
17,28.911,0.37,8.0,69.0,10.0,1018.0
17,27.778,0.38,9.0,41.0,10.0,1018.0
17,26.144,0.46,5.0,40.0,10.0,1019.0
17,20.25,0.76,3.0,70.0,10.0,1019.0
17,20.072,0.72,3.0,160.0,16.0,1019.0
19,18.678,0.81,3.0,26.0,15.0,1019.0
17,17.806,0.83,3.0,0.0,16.0,1019.0
17,17.2,0.87,3.0,340.0,16.0,1019.0
17,16.406,0.91,3.0,330.0,15.0,1019.0
19,15.533,0.92,3.0,320.0,16.0,1019.0
19,15.006,0.93,3.0,320.0,16.0,1019.0
19,14.267,0.95,3.0,274.0,15.0,1018.0
19,15.028,0.99,5.0,290.0,10.0,1019.0
19,19.894,0.86,5.0,356.0,10.0,1019.0
19,21.472,0.78,3.0,312.0,10.0,1019.0
19,25.117,0.57,4.0,39.0,10.0,1019.0
19,27.844,0.52,3.0,306.0,11.0,1018.0
19,28.561,0.42,3.0,313.0,11.0,1018.0
19,29.861,0.4,4.0,15.0,10.0,1018.0
19,31.083,0.33,3.0,340.0,10.0,1018.0
19,30.828,0.37,5.0,320.0,11.0,1017.0
19,27.433,0.46,21.0,310.0,11.0,1016.0
19,26.217,0.54,12.0,301.0,11.0,1016.0
17,27.517,0.51,2.0,299.0,10.0,1016.0
17,27.244,0.53,3.0,234.0,10.0,1015.0
17,26.3,0.58,3.0,311.0,10.0,1015.0
17,25.2,0.65,7.0,303.0,10.0,1015.0
17,22.667,0.79,3.0,328.0,10.0,1015.0
17,22.089,0.81,3.0,290.0,16.0,1015.0
19,20.772,0.86,3.0,307.0,15.0,1015.0
6,13.178,0.92,3.0,241.0,16.0,1020.0
6,11.606,0.99,0.0,0.0,16.0,1020.0
6,11.278,0.98,3.0,302.0,10.0,1020.0
6,10.444,1.0,3.0,281.0,10.0,1020.0
19,9.861,1.0,6.0,280.0,15.0,1020.0
19,9.517,0.99,4.0,290.0,15.0,1020.0
19,12.044,0.99,2.0,326.0,10.0,1020.0
19,15.917,0.87,2.0,295.0,10.0,1020.0
6,19.1,0.65,3.0,306.0,10.0,1020.0
19,22.222,0.52,3.0,298.0,11.0,1020.0
19,23.839,0.47,5.0,51.0,11.0,1020.0
19,23.822,0.39,4.0,21.0,10.0,1019.0
19,24.972,0.39,9.0,167.0,10.0,1019.0
19,26.083,0.39,3.0,91.0,10.0,1019.0
19,26.028,0.33,2.0,287.0,10.0,1019.0
19,25.178,0.38,4.0,343.0,10.0,1018.0
19,26.178,0.34,3.0,301.0,10.0,1018.0
19,27.028,0.33,3.0,264.0,10.0,1017.0
19,27.172,0.36,0.0,310.0,10.0,1017.0
19,24.972,0.44,3.0,69.0,10.0,1017.0
19,21.583,0.55,5.0,101.0,10.0,1017.0
19,17.894,0.77,8.0,90.0,10.0,1017.0
19,16.689,0.83,3.0,100.0,16.0,1018.0
19,15.311,0.87,3.0,110.0,15.0,1018.0
19,18.339,0.96,4.0,254.0,16.0,1015.0
19,17.739,0.96,3.0,228.0,16.0,1015.0
19,17.289,0.93,6.0,300.0,15.0,1015.0
19,16.622,0.96,7.0,289.0,15.0,1015.0
19,16.117,0.96,3.0,237.0,15.0,1015.0
19,16.561,0.9,3.0,240.0,15.0,1014.0
19,17.622,0.9,8.0,280.0,10.0,1014.0
6,20.889,0.79,8.0,300.0,10.0,1014.0
6,23.628,0.68,8.0,302.0,10.0,1014.0
19,26.044,0.58,11.0,293.0,10.0,1014.0
19,27.711,0.55,12.0,313.0,11.0,1014.0
19,28.944,0.47,13.0,345.0,11.0,1015.0
19,29.972,0.43,15.0,312.0,10.0,1014.0
19,29.972,0.47,14.0,330.0,10.0,1014.0
19,30.067,0.36,11.0,314.0,10.0,1014.0
17,30.994,0.38,17.0,359.0,10.0,1014.0
17,29.0,0.42,11.0,358.0,10.0,1013.0
19,29.961,0.39,12.0,349.0,10.0,1013.0
17,27.894,0.45,10.0,357.0,10.0,1013.0
17,27.778,0.46,10.0,39.0,10.0,1013.0
19,26.206,0.52,9.0,44.0,10.0,1014.0
19,23.883,0.57,13.0,31.0,10.0,1014.0
19,23.283,0.59,14.0,40.0,16.0,1015.0
19,22.144,0.55,19.0,49.0,15.0,1016.0
19,20.489,0.55,14.0,31.0,16.0,1016.0
19,19.861,0.52,11.0,21.0,16.0,1017.0
17,18.794,0.53,14.0,21.0,15.0,1017.0
19,18.289,0.52,17.0,20.0,16.0,1017.0
17,18.289,0.52,14.0,20.0,16.0,1017.0
19,17.3,0.56,16.0,20.0,15.0,1018.0
19,17.172,0.58,12.0,19.0,11.0,1018.0
19,18.772,0.56,14.0,10.0,10.0,1018.0
19,19.85,0.53,17.0,21.0,10.0,1019.0
19,22.222,0.48,17.0,11.0,10.0,1019.0
19,22.8,0.43,22.0,11.0,10.0,1019.0
6,23.828,0.38,16.0,18.0,10.0,1019.0
19,25.072,0.36,17.0,0.0,10.0,1019.0
19,26.061,0.34,14.0,19.0,10.0,1019.0
19,26.083,0.35,16.0,347.0,11.0,1019.0
19,27.15,0.34,14.0,0.0,10.0,1018.0
19,27.15,0.34,16.0,359.0,10.0,1018.0
19,27.067,0.33,14.0,12.0,10.0,1018.0
19,26.133,0.34,14.0,19.0,10.0,1018.0
19,25.072,0.36,14.0,29.0,10.0,1018.0
19,22.544,0.44,7.0,28.0,10.0,1018.0
6,17.939,0.72,5.0,359.0,10.0,1019.0
6,16.694,0.8,3.0,17.0,16.0,1019.0
6,15.889,0.82,3.0,25.0,15.0,1019.0
6,18.089,0.62,11.0,40.0,16.0,1020.0
6,17.0,0.66,6.0,40.0,16.0,1020.0
6,14.967,0.75,10.0,16.0,15.0,1019.0
6,14.356,0.77,6.0,9.0,16.0,1019.0
6,12.778,0.86,6.0,339.0,16.0,1019.0
6,12.494,0.88,6.0,329.0,15.0,1019.0
6,12.711,0.95,5.0,310.0,10.0,1019.0
6,17.072,0.72,5.0,331.0,10.0,1019.0
6,19.839,0.63,8.0,9.0,10.0,1019.0
6,22.267,0.54,8.0,2.0,10.0,1019.0
6,23.961,0.49,11.0,351.0,10.0,1019.0
6,25.0,0.44,11.0,16.0,10.0,1018.0
6,27.267,0.4,11.0,339.0,10.0,1018.0
19,27.8,0.37,9.0,1.0,10.0,1018.0
19,28.733,0.32,9.0,347.0,10.0,1017.0
19,28.933,0.35,10.0,341.0,10.0,1016.0
19,29.006,0.31,8.0,28.0,10.0,1016.0
19,29.422,0.3,3.0,313.0,15.0,1015.0
19,28.911,0.29,3.0,38.0,10.0,1015.0
6,27.8,0.35,5.0,2.0,10.0,1015.0
6,23.583,0.59,2.0,271.0,10.0,1014.0
6,20.117,0.71,5.0,191.0,10.0,1015.0
6,17.9,0.79,3.0,220.0,16.0,1015.0
6,16.667,0.83,3.0,288.0,15.0,1015.0
6,15.656,0.86,6.0,161.0,16.0,1015.0
6,15.633,0.83,6.0,183.0,16.0,1015.0
6,15.317,0.85,3.0,210.0,15.0,1014.0
6,14.5,0.89,3.0,212.0,16.0,1014.0
6,13.967,0.92,3.0,214.0,16.0,1014.0
6,14.4,0.87,3.0,233.0,15.0,1014.0
6,15.983,0.81,5.0,262.0,10.0,1013.0
6,20.778,0.69,2.0,293.0,10.0,1013.0
6,22.639,0.65,7.0,298.0,10.0,1013.0
19,26.039,0.5,8.0,311.0,10.0,1013.0
19,27.756,0.43,8.0,301.0,10.0,1013.0
19,28.844,0.39,7.0,289.0,10.0,1013.0
19,31.089,0.32,5.0,300.0,10.0,1013.0
